"id","country","age","gender","ses","fses","religion","married","education","ethnicity","IGF01","IGF02","IGF03","IGI01","IGI02","IGI03","OGF01","OGF02","OGF03","OGI01","OGI02","OGI03","ENDBCL01","ENDBCL02","ENDBCL03","ENDBBL01","ENDBBL02","ENDBBL03","empathic_concern_01","empathic_concern_02","empathic_concern_03","perspective_taking_01","perspective_taking_02","perspective_taking_03","perspective_taking_04","event_positive_affect","event_negative_affect","event_episodic_recall_01","event_episodic_recall_02","event_shared_perception_01","event_shared_perception_02","event_reflection_01","event_reflection_02","event_transformative_indiv_01","event_transformative_indiv_02","event_transformative_group_01","event_transformative_group_02","religious_freedom_per_01","religious_freedom_per_02","religious_freedom_per_03","religious_freedom_per_04","religious_freedom_per_05","religious_freedom_per_06","religious_freedom_per_07","religious_freedom_per_08","religious_freedom_exp_01","religious_freedom_exp_02","religious_freedom_exp_03","religious_freedom_exp_04","religious_freedom_exp_05","religious_freedom_exp_06","sd_score"
"PAK477","Pakistan",25,"Female","Lower middle",1,"Christian: Catholic","Other","Intermediate","Urduspeaking",7,7,7,6,7,7,4,4,4,2,2,2,7,7,6,2,2,2,6,4,4,4,4,4,4,1,6,5,5,2,6,1,5,1,1,6,1,7,3,6,5,6,6,4,4,6,7,4,7,4,5,2.48437143947425
"PAK478","Pakistan",60,"Female","Lower middle",1,"Christian: Catholic","Other","Intermediate","Urduspeaking",7,7,7,7,7,7,6,2,2,2,2,2,6,6,6,2,2,2,5,3,5,3,3,3,2,1,7,5,1,7,6,4,5,1,1,6,1,2,3,5,5,5,5,5,5,5,4,3,5,5,6,2.48145294044682
"PAK479","Pakistan",18,"Female","Upper middle",3,"Christian: Catholic","Unmarried","Intermediate","Urduspeaking",6,6,6,6,7,6,6,2,2,2,2,2,6,6,6,3,3,3,6,5,6,2,2,2,2,1,6,6,6,1,6,1,1,5,1,1,1,2,2,6,5,6,6,6,2,7,7,7,7,7,7,2.31566811969671
"PAK480","Pakistan",29,"Female","Upper middle",3,"Hindu","Unmarried","Master","Urduspeaking",6,6,6,6,5,5,6,6,6,5,4,4,7,7,7,6,5,5,4,4,4,4,4,4,4,1,7,7,7,7,7,7,7,7,7,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.32902383267799
"PAK481","Pakistan",25,"Female","Middle",2,"Muslim: Sunni","Married","Intermediate","Urduspeaking",6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,4,5,2,6,6,6,4,5,6,6,2,1,6,6,2,5,5,6,2,5,4,5,6,2,6,6,6,6,6,4,3,7,4,7,5,3,1.67461871065833
"PAK482","Pakistan",22,"Female","Upper middle",3,"Hindu","Unmarried","Bachelor","Urduspeaking",6,6,6,4,6,6,6,6,5,5,5,6,6,3,4,4,2,5,7,2,6,4,4,5,5,2,6,6,6,5,5,6,5,4,3,4,2,6,2,6,6,6,6,6,5,1,7,7,5,7,7,1.43456300471354
"PAK483","Pakistan",21,"Female","Lower middle",1,"Hindu","Married","Middle","Urduspeaking",6,6,6,6,6,6,5,2,2,2,2,2,6,6,6,2,2,2,4,4,4,4,4,4,4,6,2,6,6,1,1,1,1,6,1,1,1,2,2,6,2,6,6,4,4,7,7,7,7,7,4,2.38313823058734
"PAK484","Pakistan",18,"Female","Lower middle",1,"Hindu","Unmarried","Matriculate","Urduspeaking",6,6,6,6,6,6,5,5,2,2,5,5,6,6,6,6,2,2,6,6,5,3,4,4,4,6,2,6,2,6,6,1,1,6,1,5,1,2,2,6,2,6,6,3,3,6,6,6,6,6,6,2.16652730878476
"PAK485","Pakistan",32,"Female","Lower middle",1,"Hindu","Married","Bachelor","Urduspeaking",6,6,6,6,6,6,4,4,4,2,2,2,4,4,4,4,4,4,6,4,5,3,3,3,3,1,6,2,2,6,6,2,2,2,2,6,2,2,2,6,5,6,6,6,4,6,6,3,6,6,5,1.82524566541889
"PAK486","Pakistan",45,"Female","Lower middle",1,"Hindu","Other","Matriculate","Urduspeaking",7,7,7,6,6,7,4,4,4,2,2,2,6,6,5,3,2,2,4,4,6,6,3,3,4,1,6,6,6,4,4,6,4,6,4,6,2,2,2,6,2,6,6,6,2,7,7,7,7,7,7,1.82921144014398
"PAK487","Pakistan",54,"Female","Middle",2,"Hindu","Married","Intermediate","Urduspeaking",6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,4,3,3,2,6,5,5,5,6,6,5,2,4,4,4,4,4,4,4,4,4,4,2,2,6,2,6,6,6,2,6,6,6,6,6,6,1.20911394075957
"PAK488","Pakistan",22,"Female","Middle",2,"Hindu","Unmarried","Master","Urduspeaking",6,6,6,6,6,6,5,2,2,2,6,2,6,6,6,2,2,2,6,2,6,6,6,6,5,2,5,3,3,3,3,3,3,3,3,3,3,6,6,6,6,5,5,4,4,7,7,7,7,7,7,1.65448446368641
"PAK489","Pakistan",19,"Female","Middle",2,"Hindu","Unmarried","Intermediate","Urduspeaking",6,6,6,6,6,6,5,3,3,2,2,2,6,6,5,2,2,2,5,6,5,5,5,5,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,6,6,4,3,6,6,4,6,6,6,1.97401599042024
"PAK490","Pakistan",40,"Female","Middle",2,"Hindu","Married","MPhil","Urduspeaking",6,6,6,6,6,6,3,3,3,4,4,4,6,6,6,2,2,2,6,6,5,3,5,5,2,2,6,2,2,2,2,2,2,6,2,2,2,2,2,6,6,6,6,6,6,4,6,5,6,6,6,2.03590951081621
"PAK491","Pakistan",30,"Female","Lower middle",1,"Hindu","Married","Intermediate","Sindhi",6,6,6,6,6,6,6,3,3,2,2,2,4,4,4,4,4,4,6,6,6,4,4,4,4,2,6,4,4,4,4,4,4,4,4,4,4,2,2,4,4,6,6,4,2,4,4,4,6,4,6,1.06321906614239
"PAK492","Pakistan",20,"Female","Lower middle",1,"Hindu","Unmarried","Intermediate","Urduspeaking",6,6,6,6,7,6,3,3,3,2,5,2,4,4,4,4,4,4,6,6,6,4,4,4,4,2,6,2,2,2,2,2,2,6,2,2,2,2,2,6,2,6,6,4,4,2,6,3,6,6,6,1.82524566541889
"PAK494","Pakistan",28,"Male","Upper",4,"Hindu","Married","Master","Sindhi",6,6,NA,4,5,5,5,4,4,5,5,4,7,6,5,6,5,6,6,2,6,5,5,5,2,1,6,6,6,6,6,5,4,5,3,5,5,6,3,6,5,5,5,5,4,2,2,2,2,4,4,1.26678454482361
"PAK495","Pakistan",25,"Male","Upper middle",3,"Hindu","Unmarried","Master","Sindhi",4,4,1,2,6,5,2,2,2,4,5,4,4,4,4,4,4,4,6,2,2,4,4,4,4,5,3,5,6,6,4,6,6,5,6,6,5,7,7,7,7,7,7,7,7,2,2,4,2,2,1,1.31807391317016
"PAK496","Pakistan",39,"Male","Lower middle",1,"Hindu","Married","Intermediate","Sindhi",7,7,7,7,7,7,7,2,2,2,2,2,6,6,5,4,4,4,4,4,6,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,6,5,6,6,6,4,6,6,6,6,6,6,2.12601212043391
"PAK498","Pakistan",44,"Male","Middle",2,"Hindu","Married","Master","Urduspeaking",6,6,6,6,6,6,5,5,5,3,5,5,6,6,2,2,2,2,5,6,6,6,6,6,6,2,6,6,2,2,2,2,2,2,2,2,2,6,3,6,5,6,6,6,4,6,6,3,6,6,6,2.01444062074134
"PAK499","Pakistan",22,"Male","Middle",2,"Hindu","Unmarried","Bachelor","Urduspeaking",6,6,6,6,6,6,5,2,2,2,2,2,5,5,5,5,3,2,5,5,5,4,4,4,4,2,5,5,5,2,1,1,1,6,1,1,1,6,2,6,4,6,6,6,2,6,6,6,6,6,6,2.09899907133121
"PAK500","Pakistan",30,"Male","Lower middle",1,"Hindu","Unmarried","Middle","Urduspeaking",7,7,7,6,6,6,2,2,1,1,1,1,4,4,4,4,2,2,5,5,6,4,4,4,4,6,2,6,2,2,2,4,4,4,4,4,4,4,4,6,4,6,6,4,4,7,6,6,6,6,6,1.73152776639507
"PAK501","Pakistan",50,"Male","Middle",2,"Hindu","Married","Intermediate","Urduspeaking",6,6,6,6,6,6,6,5,5,6,6,2,6,6,6,3,3,3,6,4,6,NA,4,4,4,2,5,6,6,2,2,2,2,6,2,2,2,4,2,6,4,6,6,4,4,7,7,2,7,7,7,1.893926218663
"PAK502","Pakistan",35,"Male","Lower middle",1,"Hindu","Married","Middle","Urduspeaking",7,7,7,7,7,7,5,5,3,5,5,5,6,6,6,4,2,2,6,5,5,4,4,4,4,6,2,6,4,4,4,4,4,6,4,4,4,2,6,6,5,6,6,4,4,6,6,2,6,6,6,1.69397910771984
"PAK503","Pakistan",18,"Male","Lower middle",1,"Hindu","Unmarried","Matriculate","Urduspeaking",7,7,7,1,7,6,1,1,1,1,1,1,6,6,5,3,2,2,6,6,4,4,4,4,4,6,2,6,6,4,4,7,4,6,4,4,4,5,3,5,5,5,5,5,2,7,7,7,7,7,7,1.85722248595015
"PAK504","Pakistan",44,"Male","Lower middle",1,"Hindu","Married","Middle","Urduspeaking",7,6,6,6,7,6,2,2,2,2,2,2,6,6,6,2,2,2,4,4,5,2,2,2,2,2,5,5,5,5,4,4,4,4,4,4,4,4,3,5,4,5,5,5,5,6,5,6,6,6,6,1.55106321645808
"PAK505","Pakistan",30,"Male","Middle",2,"Hindu","Unmarried","Bachelor","Urduspeaking",6,6,6,6,6,6,4,4,3,2,2,2,6,6,6,3,2,3,5,6,4,4,4,4,4,5,1,5,3,3,3,3,3,6,3,2,2,3,3,6,3,6,6,4,2,6,6,6,6,6,6,1.74403746137136
"TZA1","Tanzania",39,"Female","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",6,7,3,7,3,6,6,7,3,5,6,7,6,7,5,3,6,7,5,2,7,5,3,6,7,6,6,4,3,5,6,3,5,7,6,6,7,5,2,7,5,3,6,7,5,1,3,2,1,1,1,1.47196014438797
"TZA2","Tanzania",40,"Female","Middle",2,"Christian: Catholic","Married","Form Six","Maasai",6,7,4,5,6,7,7,3,6,6,7,5,6,7,4,6,5,6,NA,NA,NA,NA,NA,NA,NA,7,6,3,6,7,3,5,7,6,7,5,7,6,5,5,6,7,3,6,6,NA,NA,NA,NA,NA,NA,1.25974462560438
"TZA3","Tanzania",38,"Female","Lower middle",1,"Christian: Catholic","Married","Form Four","Maasai",5,6,3,6,7,3,7,3,7,6,7,6,6,6,3,6,5,6,6,1,5,6,7,5,6,5,7,6,3,6,6,7,3,5,6,5,6,6,1,6,7,3,6,7,6,3,1,5,2,3,3,1.33446509937476
"TZA4","Tanzania",52,"Female","Middle",2,"Christian: Catholic","Married","Form Six","Maasai",7,6,5,3,6,7,7,3,6,6,7,3,6,7,5,6,6,7,6,1,6,NA,5,6,7,6,7,3,6,7,3,5,7,6,7,5,6,6,1,6,7,5,6,7,6,2,1,2,2,2,2,1.28466428254256
"TZA5","Tanzania",52,"Female","Upper middle",3,"Christian: Catholic","Married","Form Six","Maasai",7,6,3,6,5,6,7,5,7,5,3,6,5,6,7,5,3,6,7,3,7,3,6,7,5,5,7,NA,3,6,7,7,3,5,6,5,6,6,2,6,7,6,7,5,6,3,1,5,2,3,3,1.34252431691272
"TZA6","Tanzania",42,"Female","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",6,7,5,7,4,6,3,NA,6,3,6,7,6,7,3,6,6,6,7,5,6,7,5,6,7,7,6,4,6,6,5,6,7,6,3,3,6,6,1,6,7,5,6,7,3,3,2,1,5,3,3,1.282547284209
"TZA7","Tanzania",30,"Female","Middle",2,"Christian: Catholic","Unmarried","Form Six","Maasai",6,7,7,7,6,6,5,6,5,5,7,6,7,5,6,5,6,7,7,6,2,6,4,6,5,2,7,2,6,7,5,5,2,5,2,6,2,7,1,7,6,7,2,7,7,5,NA,3,7,5,5,1.84744241541134
"TZA8","Tanzania",33,"Female",NA,NA,"Christian: Catholic","Married","Form Six","Maasai",6,7,6,5,NA,6,5,6,NA,2,5,2,6,2,1,6,7,7,1,6,7,6,7,7,6,2,6,7,6,7,6,7,7,2,6,2,7,6,1,6,7,6,5,7,6,5,6,4,3,5,5,2.01672845864021
"TZA9","Tanzania",32,"Female","Middle",2,"Christian: Catholic","Married","Form Five","Maasai",6,7,6,6,7,6,5,5,5,7,5,5,6,2,1,7,6,7,2,NA,6,7,6,6,5,7,2,6,7,6,7,6,5,6,5,6,5,7,2,7,7,5,7,6,7,6,5,2,3,6,6,1.66322107605276
"TZA10","Tanzania",52,"Male","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",6,7,3,3,6,5,7,3,6,3,6,7,5,6,7,3,5,6,7,3,6,5,3,6,7,7,6,3,6,7,3,6,6,6,3,7,4,3,3,7,5,6,3,6,7,3,1,5,2,3,3,1.510830465556
"TZA11","Tanzania",35,"Male","Middle",2,"Christian: Catholic","Married","Form Six","Maasai",6,7,3,5,6,7,7,3,6,6,7,3,6,7,3,6,7,5,6,1,5,6,7,3,6,7,6,3,6,7,3,6,7,7,3,5,7,6,1,6,7,6,7,5,6,3,2,1,5,3,3,1.52693213311215
"TZA12","Tanzania",55,"Male","Upper middle",3,"Christian: Catholic","Married","Form Six","Maasai",6,7,5,6,7,3,3,6,7,7,6,5,6,7,2,6,7,5,6,1,3,6,5,6,3,7,6,3,6,7,3,3,6,6,7,7,3,6,1,6,7,3,6,7,6,3,1,5,2,3,3,1.66757221776128
"TZA13","Tanzania",52,"Male","Middle",2,"Christian: Protestant","Married","Form Four","Maasai",6,7,3,6,3,6,NA,6,7,4,6,7,6,7,3,5,6,7,7,3,6,3,6,7,3,3,7,6,5,6,7,7,3,3,6,6,7,6,1,3,5,6,7,3,6,3,1,5,2,3,3,1.55979838905313
"TZA14","Tanzania",25,"Female","Middle",2,"Christian: Pentecostal","Unmarried","Chuo Ckikuu","Maasai",2,6,7,6,7,5,6,7,2,6,7,7,5,6,2,6,6,5,6,3,7,2,6,7,2,2,7,7,7,6,5,5,5,6,6,7,2,7,2,7,6,5,6,5,7,3,6,2,4,3,3,1.68540194320077
"TZA15","Tanzania",35,"Female","Middle",2,"Christian: Catholic","Married","Form Six","Maasai",7,6,2,6,NA,7,7,5,NA,6,7,2,6,7,2,5,6,7,2,2,5,7,7,5,2,2,7,6,5,7,5,5,2,6,7,6,2,7,1,6,5,6,2,6,7,3,6,2,1,3,3,1.88817832613987
"TZA16","Tanzania",30,"Female","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",7,6,7,6,7,5,6,2,3,6,7,1,7,6,5,7,7,6,3,7,7,7,6,7,5,3,7,7,6,5,5,6,7,7,7,3,2,3,1,3,7,6,3,6,7,7,6,7,6,7,7,1.45400496380948
"TZA17","Tanzania",32,"Female","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",6,5,7,6,5,7,3,6,NA,6,7,6,6,7,2,6,5,7,7,6,5,3,6,7,6,2,7,5,6,5,6,2,3,7,5,6,7,7,2,7,7,6,5,7,7,3,1,6,2,3,3,1.6396358733272
"TZA18","Tanzania",25,"Male","Lower middle",1,"Christian: Catholic","Unmarried","Kidato chaune","Maasai",7,3,NA,6,6,NA,6,2,3,3,3,2,7,7,6,6,7,7,2,5,7,6,NA,7,6,6,7,7,6,5,5,6,7,7,7,3,1,3,2,6,7,7,7,6,7,6,5,NA,6,6,6,1.61231730734589
"TZA19","Tanzania",54,"Male","Middle",2,"Christian: Catholic","Unmarried","Shule ya msingi","Maasai",7,6,5,7,6,7,1,1,1,1,1,1,7,2,5,6,7,1,7,3,5,6,6,6,1,1,7,6,7,2,2,5,6,7,6,1,1,7,1,7,7,7,7,7,6,6,7,7,7,6,6,2.36482373642262
"TZA20","Tanzania",40,"Female","Upper middle",3,"Christian: Catholic","Married","Form Four","Maasai",5,6,7,7,6,7,6,7,5,6,7,5,6,3,6,5,7,5,5,2,7,5,7,5,6,3,5,6,6,5,6,5,6,5,7,5,7,7,2,7,5,6,7,5,6,3,4,2,3,3,3,1.12931940514656
"TZA21","Tanzania",28,"Female","Lower middle",1,"Christian: Catholic","Married","Form Four","Maasai",7,6,7,7,6,7,5,3,5,5,2,3,7,5,7,2,2,6,7,2,5,7,6,5,6,2,7,7,7,6,5,7,3,6,5,5,2,7,2,7,6,7,3,6,7,6,4,3,7,6,6,1.864523873637
"TZA22","Tanzania",35,"Female","Middle",2,"Christian: Catholic","Married","Chuo kikuu","Maasai",6,7,2,5,3,7,7,6,NA,5,7,6,7,6,6,5,7,5,7,6,5,7,6,3,6,2,6,7,5,7,6,5,6,2,7,2,7,7,1,6,7,5,7,6,7,2,3,2,6,2,2,1.80979620920163
"TZA23","Tanzania",40,"Female","Lower middle",1,"Christian: Catholic","Married","Form Four","Maasai",6,5,7,2,7,6,6,7,3,7,5,6,6,3,7,5,6,7,6,1,2,5,6,7,5,2,7,6,3,5,6,7,5,7,5,7,6,7,2,7,6,7,2,7,7,7,7,3,3,7,7,1.58742796253307
"TZA24","Tanzania",38,"Female","Middle",2,"Christian: Catholic","Unmarried","Form Two","Maasai",7,5,6,5,2,7,2,4,6,7,5,7,7,2,NA,6,7,5,7,3,6,7,5,6,5,7,6,5,2,7,5,6,5,6,7,6,7,6,1,5,7,7,6,7,NA,3,2,4,NA,3,3,1.61881232997645
"TZA25","Tanzania",42,"Female","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",6,7,3,7,5,6,2,7,5,5,7,6,7,5,6,7,3,5,6,3,2,6,7,3,6,5,7,7,6,6,2,7,2,6,5,7,3,7,1,6,6,7,2,7,7,3,1,5,2,3,3,1.66594187138705
"TZA27","Tanzania",18,"Female","Middle",2,"Christian: Catholic","Unmarried","4","Maasai",7,7,7,7,7,7,5,5,3,6,3,3,7,2,3,7,NA,6,5,5,7,6,7,7,6,7,1,7,6,1,7,5,1,7,NA,7,5,5,1,7,7,7,3,6,5,7,6,4,4,7,7,2.28348105187797
"TZA28","Tanzania",28,"Female","Middle",2,"Christian: Pentecostal","Married","Form Six","Maasai",7,2,5,5,6,7,5,7,NA,7,5,6,6,2,7,5,6,6,6,6,7,5,NA,6,7,5,7,6,2,6,5,6,7,7,NA,5,6,7,2,5,7,6,2,6,7,5,2,4,NA,5,5,1.56291002525276
"TZA29","Tanzania",18,"Male","Middle",2,"Christian: Catholic","Unmarried","4","Maasai",6,7,5,5,6,6,7,3,6,5,6,7,6,6,7,5,5,7,6,1,5,6,6,7,5,3,5,7,6,3,6,6,5,5,7,6,7,6,1,5,3,5,6,7,6,3,2,1,4,3,3,1.12207752451178
"TZA30","Tanzania",20,"Male","Middle",2,"Christian: Catholic","Married","Darasa la Saba","Maasai",6,7,3,6,7,3,6,7,5,7,3,6,7,5,6,7,3,5,7,3,3,6,7,5,7,5,7,6,6,5,3,3,5,6,7,6,7,5,2,2,6,5,7,6,7,3,5,2,1,3,3,1.47380509202383
"TZA31","Tanzania",27,"Male","Upper middle",3,"Christian: Catholic","Unmarried","Form Four","Maasai",6,7,5,5,6,7,2,6,3,5,6,7,6,7,5,3,6,6,7,3,6,3,6,7,3,6,5,2,6,3,6,3,6,7,5,7,5,7,2,5,6,7,6,7,6,3,4,2,3,3,3,1.4116492564332
"TZA32","Tanzania",26,"Male","Upper middle",3,"Christian: Catholic","Married","Form Two","Maasai",7,5,7,2,6,7,6,5,7,3,6,7,7,5,7,5,2,6,6,3,2,6,6,2,6,5,7,NA,3,5,7,2,6,5,7,5,2,7,2,5,6,7,5,6,7,3,6,2,3,3,3,1.83294402382244
"TZA33","Tanzania",18,"Male","Middle",2,"Christian: Catholic","Unmarried","4","Mkura",7,5,NA,3,7,6,6,5,7,7,6,7,6,7,5,2,6,6,7,3,6,2,6,5,6,5,6,3,5,6,7,3,6,5,7,5,7,7,2,6,7,5,7,6,7,3,6,2,3,3,3,1.47173635721156
"TZA34","Tanzania",22,"Male","Middle",2,"Christian: Pentecostal","Unmarried","Chuo","Iraq",7,6,7,6,7,7,2,6,2,3,3,1,7,6,6,6,7,4,3,6,7,6,6,7,7,1,7,6,6,7,6,6,7,7,6,5,5,5,6,6,5,7,7,6,6,7,6,1,7,7,7,1.33446509937476
"TZA35","Tanzania",50,"Male","Lower middle",1,"Christian: Catholic","Married","Shule Msiry","Maasai",7,7,7,7,7,7,1,1,1,2,5,2,7,6,6,6,7,7,6,7,6,5,6,6,6,1,7,6,5,7,7,1,1,1,1,1,1,1,1,6,6,7,6,6,6,7,7,6,7,7,7,2.67028739700593
"TZA36","Tanzania",35,"Male","Middle",2,"Christian: Catholic","Unmarried","Form Two","Maasai",5,3,7,2,7,6,2,3,2,1,2,1,7,6,6,6,7,7,3,7,7,5,6,6,7,1,7,7,6,5,5,6,7,7,7,3,1,3,1,7,7,7,6,7,7,7,6,7,7,7,7,1.97768346407052
"TZA37","Tanzania",35,"Female","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",7,5,6,7,3,6,6,7,3,5,6,7,6,7,4,6,7,5,6,3,7,5,3,6,7,6,5,5,6,7,5,6,7,6,3,3,6,6,1,6,7,5,6,7,6,3,2,1,3,3,3,1.282547284209
"TZA38","Tanzania",38,"Female","Middle",2,"Christian: Catholic","Married","Form Six","Maasai",6,7,3,6,7,4,4,6,7,6,7,6,7,5,6,3,6,7,6,1,3,6,7,5,6,5,7,6,7,3,6,6,3,7,5,6,7,6,1,6,7,3,6,7,6,3,2,1,5,3,3,1.43897608524709
"TZA39","Tanzania",44,"Female","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",6,5,7,5,6,7,6,4,6,6,7,5,6,7,3,5,6,7,6,1,3,6,7,5,6,3,6,6,3,6,6,6,7,7,3,5,6,5,2,7,3,6,7,5,6,3,2,1,5,3,3,1.34864397811659
"TZA40","Tanzania",45,"Female","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",7,5,7,3,6,7,6,5,7,6,NA,3,7,5,6,3,6,7,7,3,6,7,3,6,7,5,7,6,7,3,6,6,5,7,4,7,6,6,5,6,7,5,3,6,7,3,2,5,2,3,3,1.3593476696403
"TZA41","Tanzania",48,"Female","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",7,6,5,7,NA,2,7,3,NA,NA,5,7,7,5,3,6,7,5,7,3,6,2,6,7,3,5,7,6,7,3,6,6,7,7,5,5,7,5,2,3,6,7,5,6,7,3,2,1,5,3,3,1.45960089839952
"TZA42","Tanzania",42,"Female","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",6,6,3,6,7,5,4,6,7,7,3,6,5,6,7,3,6,7,6,1,3,6,7,3,6,5,6,4,6,7,5,3,6,6,7,7,4,5,1,3,6,7,3,6,7,3,2,1,5,3,3,1.31807391317016
"TZA43","Tanzania",38,"Male","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",3,6,7,3,6,5,7,3,6,3,6,7,7,6,7,3,5,6,6,1,3,6,7,3,6,4,6,6,7,5,6,6,5,7,3,6,7,6,1,6,7,6,7,6,7,3,2,1,3,3,3,1.38312814961625
"TZA44","Tanzania",40,"Male","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",6,7,3,5,7,4,7,3,6,7,6,7,6,7,3,6,7,3,6,1,3,6,7,3,6,7,6,3,5,6,7,6,7,6,3,5,6,6,1,6,3,6,7,6,7,3,1,5,2,3,3,1.50301629100103
"TZA45","Tanzania",58,"Male","Upper middle",3,"Christian: Catholic","Married","Form Six","Maasai",5,6,3,3,6,7,7,3,6,6,3,6,6,7,3,6,7,6,6,1,4,6,7,3,6,7,6,3,6,7,4,3,6,6,7,7,6,5,1,2,6,7,3,6,7,3,1,5,2,3,3,1.50301629100103
"TZA46","Tanzania",48,"Male","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",6,7,3,3,6,7,7,3,6,5,6,7,6,7,3,6,7,6,5,1,3,6,7,3,6,7,6,4,6,7,3,4,6,5,7,7,5,7,4,6,7,3,6,7,5,3,2,1,5,3,3,1.47196014438797
"TZA47","Tanzania",42,"Male","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",7,6,5,5,3,6,7,3,6,3,6,7,5,6,7,3,5,6,6,1,3,6,7,5,6,7,6,5,6,7,5,3,5,6,7,6,7,6,1,6,7,6,3,6,7,2,1,3,1,2,2,1.24818709114169
"TZA48","Tanzania",30,"Male","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",5,6,3,4,6,7,7,3,6,6,7,3,5,6,7,3,6,7,5,2,7,3,6,7,3,7,6,3,6,7,3,6,5,6,3,6,3,5,1,3,6,7,3,6,7,3,2,1,5,3,3,1.510830465556
"TZA49","Tanzania",50,"Female","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",6,7,5,3,6,7,7,3,6,6,7,3,6,7,5,6,7,5,6,1,3,6,7,3,6,7,6,5,7,5,6,7,3,3,6,5,7,6,1,6,7,3,6,7,6,3,2,1,5,3,3,1.30147630777903
"TZA50","Tanzania",45,"Male","Upper middle",3,"Christian: Catholic","Married","Form Six","Maasai",5,6,7,7,4,6,6,7,4,5,6,7,6,7,3,6,7,5,6,1,3,6,7,3,6,7,6,3,6,7,3,3,5,6,7,6,7,5,2,7,3,5,6,7,6,3,1,2,3,3,3,1.43897608524709
"TZA51","Tanzania",35,"Male","Middle",2,"Christian: Catholic","Married","Form Four","Maasai",6,7,3,5,6,7,7,3,6,6,7,5,5,6,7,3,5,6,6,1,5,6,7,6,3,7,6,3,6,7,3,3,6,6,7,7,3,4,2,7,3,6,7,6,5,2,3,1,3,2,2,1.55805527240983
"TZA52","Tanzania",30,"Male","Upper middle",3,"Christian: Catholic","Other","Form Four","Maasai",6,7,5,5,3,6,NA,5,7,5,6,7,5,7,6,5,6,7,6,1,5,6,7,5,6,5,7,6,7,5,6,7,5,7,5,6,7,6,1,5,7,3,5,7,6,3,1,2,3,3,3,1.03472323541759
"TZA53","Tanzania",34,"Male","Upper middle",3,"Christian: Catholic","Unmarried","Form Five","Maasai",6,3,6,3,6,5,6,3,6,5,6,7,5,6,7,2,5,6,5,2,3,5,6,7,5,7,6,5,6,7,5,7,5,3,5,6,7,5,2,7,3,6,7,5,6,3,2,3,2,3,3,1.40843730857071
"TZA54","Tanzania",24,"Male","Upper middle",3,"Christian: Catholic","Married","Form Four","Maasai",6,7,5,7,6,3,NA,NA,5,NA,6,3,6,7,5,6,7,6,6,3,7,4,6,5,7,5,6,7,3,6,5,5,6,6,7,5,7,5,2,3,6,7,2,5,7,3,1,2,NA,3,3,1.14128709441755
"TZA55","Tanzania",22,"Female","Middle",2,"Christian: Catholic","Unmarried","Form Six","Maasai",6,2,7,6,3,6,7,6,7,5,6,7,7,5,6,7,2,5,7,3,6,7,5,6,7,7,5,5,7,5,6,7,6,2,5,5,6,7,2,7,6,5,NA,7,6,3,1,2,3,3,3,1.6061476099436
"TZA56","Tanzania",30,"Male","Middle",2,"Christian: Catholic","Married","Form Two","Maasai",7,6,5,7,3,6,5,7,3,7,5,6,7,6,5,2,6,6,6,3,3,6,5,6,3,7,6,5,6,5,3,5,7,6,7,5,7,7,3,7,5,6,6,5,7,3,2,5,3,3,3,1.37722152554873
"TZA57","Tanzania",29,"Male","Upper middle",3,"Christian: Catholic","Unmarried","Chuo Kikuu","Maasai",5,7,6,7,6,3,7,5,7,7,5,7,7,5,6,7,5,6,6,4,7,2,6,7,4,5,7,NA,3,5,7,6,6,5,7,7,5,7,3,6,7,5,6,6,3,2,3,1,5,2,2,1.20440561497176
"TZA58","Tanzania",33,"Male","Upper middle",3,"Christian: Catholic","Married","Form Five 5","Maasai",7,5,3,6,2,6,5,7,6,2,7,5,7,2,5,7,3,6,7,3,2,6,7,5,6,5,7,7,5,6,2,6,5,6,3,7,6,7,3,3,6,NA,3,6,7,3,1,5,3,3,3,1.73622946456486
