id,country,age,gender,ses,fses,religion,married,education,ethnicity,IGF01,IGF02,IGF03,IGI01,IGI02,IGI03,OGF01,OGF02,OGF03,OGI01,OGI02,OGI03,ENDBCL01,ENDBCL02,ENDBCL03,ENDBBL01,ENDBBL02,ENDBBL03,empathic_concern_01,empathic_concern_02,empathic_concern_03,perspective_taking_01,perspective_taking_02,perspective_taking_03,perspective_taking_04,event_positive_affect,event_negative_affect,event_episodic_recall_01,event_episodic_recall_02,event_shared_perception_01,event_shared_perception_02,event_reflection_01,event_reflection_02,event_transformative_indiv_01,event_transformative_indiv_02,event_transformative_group_01,event_transformative_group_02,religious_freedom_per_01,religious_freedom_per_02,religious_freedom_per_03,religious_freedom_per_04,religious_freedom_per_05,religious_freedom_per_06,religious_freedom_per_07,religious_freedom_per_08,religious_freedom_exp_01,religious_freedom_exp_02,religious_freedom_exp_03,religious_freedom_exp_04,religious_freedom_exp_05,religious_freedom_exp_06,history_discrimination,freq_positive_contact,freq_negative_contact,fight_outgroup,og_host_01,og_host_02,og_hostility,og_coop_01,og_coop_02,og_cooperation,NegativeToPositive,HostileToFriendly,SuspiciousToTrusting,ContemptToRespect,ThreatenedToRelaxed,og_affect
UGA146,Uganda,34,Female,Middle,2,Christian: Protestant,Married,Secondary,Musamic,5,3,3,5,5,5,3,3,3,3,3,3,7,7,7,1,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,4,4,7,1,6,6,7,7,,,4,7,7,7,7,7,4,5,2,2,2,2,2,6,4,5,7,7,7,7,6,6.8
UGA147,Uganda,24,Female,Middle,2,Christian: Protestant,Married,Secondary,Japadhola,7,7,7,7,7,7,5,4,4,4,5,4,7,7,7,5,5,5,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,4,4,7,3,7,7,7,7,7,7,7,7,7,7,7,7,4,7,1,1,1,1,1,7,5,6,7,7,7,7,7,7
UGA148,Uganda,19,Female,Lower middle,1,Christian: Protestant,Not married,Secondary,Nilotics,7,6,6,7,6,6,2,2,2,2,2,2,6,6,6,6,5,1,7,7,6,6,6,6,5,2,7,6,6,6,6,7,7,2,6,,2,6,6,6,6,6,6,6,7,1,7,7,7,7,7,6,7,1,2,3,2,2.5,6,5,5.5,5,5,5,5,5,5
UGA149,Uganda,26,Male,Lower middle,1,Christian: Protestant,Not married,Secondary,Mutooro,6,6,6,6,6,6,5,5,5,,5,5,4,2,6,6,6,6,6,2,6,6,6,6,6,6,2,6,6,4,6,6,4,6,6,6,5,6,6,6,6,6,2,6,6,7,7,7,7,4,4,5,5,3,2,4,4,4,6,6,6,5,5,5,5,5,5
UGA150,Uganda,24,Male,Lower middle,1,Christian: Catholic,Married,Secondary,Itesot,6,6,6,6,6,6,5,5,5,5,5,5,5,6,5,4,6,5,6,6,6,6,6,6,6,2,7,7,6,6,7,7,7,7,7,6,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7,2,6,2,2,2,2,2,6,6,6,3,7,5,6,5,5.2
UGA151,Uganda,35,Male,Lower middle,1,Christian: Protestant,Married,University,Lango,5,5,5,6,6,6,2,2,2,2,2,2,7,7,6,2,2,2,7,6,6,6,6,7,6,7,2,6,7,7,7,6,5,7,5,6,5,6,2,6,6,6,6,6,5,7,7,5,4,3,4,5,4,2,2,4,2,3,6,6,6,4,5,4,6,6,5
UGA152,Uganda,56,Male,Middle,2,Christian: Protestant,Married,Secondary,Etesot,7,7,7,6,6,7,,,,,,,6,6,6,6,6,2,6,6,5,6,4,6,6,7,2,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,7,7,4,7,7,7,,,,,,,,,,,,,,,,
UGA153,Uganda,42,Female,Middle,2,Other,Married,Secondary,Busigu,1,5,2,4,4,6,2,4,2,6,4,6,1,4,5,2,5,2,6,4,6,4,6,6,6,4,1,5,5,2,2,2,2,6,5,6,4,3,2,2,6,6,2,4,4,4,4,4,7,7,7,2,2,1,2,2,4,3,6,6,6,5,4,6,5,7,5.4
UGA154,Uganda,92,Male,Middle,2,Christian: Protestant,Married,Primary,Iteso,7,4,4,7,7,7,5,4,4,5,6,4,7,7,7,1,1,1,7,7,7,7,7,7,7,7,1,7,7,2,7,6,7,7,2,6,3,7,7,7,7,7,7,7,7,7,7,7,7,4,4,5,7,1,1,1,1,1,7,7,7,4,4,4,4,4,4
UGA155,Uganda,42,Female,Middle,2,Christian: Catholic,Not married,Primary,Iteso,7,7,7,7,7,7,5,5,5,,4,4,7,7,7,1,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,4,4,1,6,1,1,1,1,1,6,6,6,4,5,4,4,6,4.6
UGA156,Uganda,38,Male,Middle,2,Christian: Protestant,Married,Tertiary,Itesot,7,7,7,7,7,7,6,5,5,5,5,5,7,7,7,1,1,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,5,4,7,7,7,7,7,7,7,7,7,7,7,7,5,7,6,7,1,1,1,1,1,7,7,7,7,7,7,7,7,7
UGA157,Uganda,70,Male,Middle,2,Christian: Catholic,Married,Vocational,Ateso,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,,,7,7,7,7,7,7,4,7,1,1,1,1,1,7,7,7,4,4,4,4,4,4
UGA158,Uganda,37,Male,Lower middle,1,Christian: Protestant,Married,Primary,Japadhola,6,6,6,6,6,6,4,3,3,2,2,2,6,6,6,6,5,5,7,6,6,6,6,6,5,7,7,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,6,6,6,7,7,7,7,4,4,1,5,1,1,1,1,1,6,6,6,5,5,5,6,4,5
UGA159,Uganda,40,Male,Middle,2,Christian: Catholic,Married,Primary,Japadhola,6,6,7,7,7,7,1,1,1,2,2,2,6,6,6,6,6,7,7,7,7,5,6,6,4,7,1,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,6,6,6,7,7,7,7,7,7,3,4,2,1,4,5,4.5,4,4,4,3,3,5,3,3,3.4
UGA160,Uganda,21,Female,Lower middle,1,Christian: Protestant,Married,Primary,Munyole,6,6,6,5,6,6,3,3,3,2,2,2,6,6,5,4,5,4,6,2,6,5,6,6,5,3,6,7,7,6,6,6,7,7,6,6,6,6,1,6,5,6,6,7,1,7,7,7,7,5,5,2,1,1,2,2,2,2,6,2,4,1,4,3,5,4,3.4
UGA161,Uganda,54,Female,Lower middle,1,Christian: Catholic,Married,None,Amudaama,6,6,6,7,7,6,6,6,6,6,6,6,6,6,5,5,6,6,6,7,6,6,5,5,5,7,1,6,6,6,6,5,5,6,5,6,6,6,2,6,6,5,5,6,6,7,7,7,4,4,4,1,7,1,1,1,2,1.5,7,7,7,7,7,7,7,7,7
UGA162,Uganda,60,Male,Lower middle,1,Christian: Catholic,Married,Primary,Etesot,7,7,7,7,7,7,1,1,1,2,2,2,6,6,6,7,3,3,6,2,6,6,6,6,6,1,7,6,6,6,6,6,6,6,6,6,6,7,1,6,6,6,6,6,1,7,7,7,7,7,7,7,1,3,6,7,7,7,1,1,1,1,1,1,1,1,1
UGA163,Uganda,29,Female,Lower middle,1,Other,Married,Secondary,Amudaama,7,7,7,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,6,5,5,5,6,1,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,5,5,7,7,7,7,7,7,1,5,1,1,1,1,1,7,6,6.5,6,5,5,5,7,5.6
UGA164,Uganda,19,Female,Lower middle,1,Christian: Catholic,Not married,Primary,Amudaama,7,7,7,7,7,7,2,2,2,2,2,2,6,6,6,5,5,5,5,6,5,6,5,5,5,6,2,6,6,6,6,5,5,6,6,6,6,6,2,6,6,6,6,5,6,7,7,7,7,7,7,4,4,1,1,4,4,4,6,6,6,5,5,5,5,5,5
UGA165,Uganda,35,Female,Lower middle,1,Other,Married,Primary,Itesot,6,6,6,6,6,6,5,5,6,5,5,5,6,6,6,6,6,6,2,6,5,5,5,4,4,7,1,6,6,7,6,6,6,6,7,6,6,7,2,6,2,6,6,5,6,7,7,7,7,7,7,2,4,1,2,2,5,3.5,6,6,6,5,5,5,5,5,5
UGA166,Uganda,49,Female,Middle,2,Christian: Protestant,Married,Secondary,Japadhola,7,7,7,7,7,7,3,3,3,3,3,3,6,7,7,7,7,6,6,7,6,6,4,6,3,,1,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,6,6,6,7,5,4,4,5,4,4,4,6,1,4,4,4,7,7,7,5,5,4,5,4,4.6
UGA167,Uganda,20,"",Lower middle,1,Christian: Protestant,Not married,Primary,Japadhola,6,6,6,6,6,6,4,4,4,6,4,4,6,6,6,6,6,6,5,3,5,5,5,5,5,2,7,7,7,2,2,7,7,7,7,6,2,7,1,7,7,7,7,7,7,7,7,7,7,3,4,6,3,,2,2,2,2,4,4,4,4,4,4,4,5,4.2
UGA168,Uganda,27,Female,Lower middle,1,Muslim: Shia,Married,Secondary,Sabin,7,7,7,7,7,7,1,1,1,1,1,1,6,5,6,6,6,6,6,7,6,6,5,5,5,7,1,6,6,6,6,6,5,6,6,6,7,6,2,6,6,6,6,6,6,7,7,7,7,7,7,2,5,1,1,2,3,2.5,1,1,1,5,5,5,5,5,5
UGA169,Uganda,50,Female,Lower middle,1,Christian: Protestant,Married,Primary,Japadhola,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,1,1,1,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,6,4,4,7,6,7,7,7,7,7,7,7,7,7,7,7,7,5,7,1,1,1,1,1,7,7,7,7,7,7,7,7,7
UGA170,Uganda,51,Male,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,6,6,6,6,6,6,2,2,2,3,3,3,6,6,5,6,6,6,6,3,6,6,6,5,5,7,1,7,7,7,6,6,6,6,6,7,6,7,1,7,6,6,6,2,6,7,7,,3,3,3,3,1,2,3,3,3,3,2,2,2,2,3,3,3,3,2.8
UGA171,Uganda,25,Male,Middle,2,Other,Not married,Tertiary,N/A,7,7,6,7,7,7,4,4,4,2,2,2,7,7,7,7,7,7,6,6,6,6,6,6,4,7,1,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,6,6,6,7,4,7,4,4,4,4,3,3,2,2,4,3,6,6,6,1,1,3,5,5,3
UGA172,Uganda,21,Male,Lower middle,1,Christian: Protestant,Not married,Secondary,Japadhola,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7,1,5,4,1,1,1,1,6,6,6,5,5,5,5,4,4.8
UGA173,Uganda,62,Male,Middle,2,Christian: Protestant,Married,Primary,Japadhola,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,6,5,6,5,1,5,5,5,6,6,5,6,6,5,5,6,2,3,4,3,6,6,6,7,7,7,7,7,7,1,1,2,2,1,1,1,6,6,6,5,5,5,5,7,5.4
UGA174,Uganda,29,Male,Lower middle,1,Christian: Catholic,Married,Secondary,Japadhola,7,7,6,7,6,6,3,2,3,3,3,2,7,7,7,1,1,1,1,1,7,7,7,7,7,6,1,7,7,7,7,7,7,7,7,7,7,7,1,6,5,7,7,7,7,7,7,7,7,7,7,6,5,4,6,6,4,5,3,4,3.5,1,1,1,2,1,1.2
UGA175,Uganda,50,Male,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,1,1,1,6,2,6,6,6,6,6,7,1,7,7,7,7,7,7,7,7,7,7,1,7,1,5,6,6,6,6,7,7,7,3,7,7,1,1,3,1,1,1,1,6,6,6,7,7,7,7,7,7
UGA176,Uganda,28,Male,Middle,2,Christian: Catholic,Not married,Secondary,Japadhola,7,7,7,6,6,6,3,3,3,1,1,1,7,7,7,6,6,6,6,7,6,6,6,6,5,7,7,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,5,6,6,7,7,7,7,7,7,2,6,1,2,2,2,2,5,5,5,5,5,5,5,4,4.8
UGA177,Uganda,26,Male,Middle,2,Other,Married,Primary,Japadhola,5,4,3,7,6,5,,3,3,2,2,2,6,6,6,7,7,6,6,6,6,6,6,6,6,1,7,6,6,6,6,6,6,6,6,6,6,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,5,1,1,1,1,1,6,6,6,5,5,5,5,4,4.8
UGA178,Uganda,45,Male,Lower middle,1,Other,Married,Primary,Japadhola,7,7,7,,6,6,1,1,1,2,2,2,6,6,5,6,6,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,6,7,7,6,7,7,7,7,7,7,7,3,5,1,3,1,3,2,7,7,7,4,4,4,4,4,4
UGA179,Uganda,30,Male,Middle,2,Christian: Catholic,Married,Secondary,Japadhola,7,7,7,6,6,6,1,1,1,1,1,1,6,6,6,6,6,6,7,6,6,6,6,5,5,6,1,6,7,7,7,7,7,7,7,7,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7,6,2,6,7,6,6,6,1,1,1,1,1,1,1,1,1
UGA180,Uganda,32,Female,Middle,2,Christian: Catholic,Married,Primary,Etesot,7,6,6,6,7,7,2,3,2,1,2,2,6,7,7,5,7,5,7,1,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,1,6,7,7,6,6,7,7,7,7,7,7,7,6,3,4,6,7,6,6.5,2,3,2.5,1,3,3,3,1,2.2
UGA181,Uganda,43,Male,Middle,2,Christian: Catholic,Married,Secondary,Japadhola,6,7,7,7,7,6,4,3,2,3,4,3,7,7,6,2,7,4,7,1,7,7,7,7,7,7,1,6,7,7,7,7,7,7,7,7,7,6,1,6,6,7,6,7,7,7,7,7,7,7,7,6,3,4,5,6,5,5.5,6,7,6.5,2,2,2,1,1,1.6
UGA182,Uganda,85,Female,Lower middle,1,Christian: Catholic,Not married,Primary,Japadhola,7,7,7,6,7,7,3,3,4,1,1,1,6,7,6,3,4,4,7,1,6,7,6,7,7,7,1,6,7,6,6,7,6,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,4,4,3,5,5,5,5,5,6,5.5,,,,,,
UGA183,Uganda,46,Male,Upper middle,3,Christian: Catholic,Married,Secondary,Japadhola,7,6,6,7,7,6,1,2,1,3,2,4,6,7,7,4,6,3,7,1,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,3,3,4,6,5,6,5.5,4,3,3.5,2,1,1,1,2,1.4
UGA184,Uganda,46,Male,Upper middle,3,Christian: Catholic,Married,Secondary,Japadhola,7,6,7,7,7,6,3,2,3,2,1,2,6,7,6,5,3,4,7,2,6,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,2,7,6,7,7,6,6,7,7,7,7,7,7,3,2,4,5,5,5,5,2,4,3,1,2,1,1,1,1.2
UGA185,Uganda,47,Male,Lower middle,1,Other,Married,Tertiary,Japadhola,7,6,,7,6,6,3,2,3,2,1,2,7,6,6,7,3,4,6,1,6,7,6,7,7,7,2,6,7,7,7,7,7,6,6,7,7,7,2,7,6,6,7,7,7,7,7,7,7,7,7,3,3,3,6,5,5,5,2,4,3,1,3,1,2,1,1.6
UGA186,Uganda,28,Male,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,7,7,7,6,7,7,2,3,2,3,2,2,7,5,7,2,3,,7,7,,,,,,7,2,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,4,4,6,7,1,4,6,5,5.5,3,4,3.5,2,2,3,2,7,3.2
UGA187,Uganda,38,"",Lower middle,1,Christian: Catholic,Not married,None,Atesot,7,7,7,2,6,6,1,1,1,6,2,2,6,6,6,4,3,3,5,3,6,6,6,6,6,7,1,7,7,6,6,7,6,6,6,7,6,6,1,6,6,6,6,7,1,7,7,7,7,7,7,3,1,1,3,3,3,3,1,1,1,1,4,3,3,5,3.2
UGA188,Uganda,30,Female,Lower middle,1,Christian: Protestant,Married,Secondary,Itesot,7,7,6,7,7,7,5,5,5,5,5,5,6,6,6,5,5,5,6,5,5,5,5,5,5,7,1,6,6,6,6,6,6,7,6,6,6,2,2,6,6,5,5,6,6,7,7,7,7,7,7,3,5,1,1,2,2,2,6,6,6,5,5,5,5,5,5
UGA189,Uganda,21,Male,Lower middle,1,Christian: Catholic,Married,None,Japadhola,6,6,6,1,6,6,2,2,,6,2,2,6,6,6,3,3,3,6,4,6,6,6,6,5,7,1,7,6,6,6,6,5,6,6,6,4,7,1,6,6,6,6,,,7,7,7,7,7,7,2,1,1,1,2,2,2,2,3,2.5,4,4,4,4,5,4.2
UGA190,Uganda,50,"",Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,1,6,6,6,6,6,2,2,2,3,3,3,6,6,6,3,3,3,6,2,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,2,6,6,6,6,6,2,7,7,7,7,7,7,3,3,4,1,3,2,2.5,2,3,2.5,2,4,3,3,4,3.2
UGA191,Uganda,35,Male,Lower middle,1,Christian: Catholic,Not married,Primary,Japadhola,6,6,6,6,6,6,3,4,5,3,3,2,5,6,5,6,6,6,7,6,6,5,6,6,6,3,7,6,6,6,6,7,7,7,7,6,6,7,1,6,6,6,6,6,3,7,7,7,7,7,7,3,1,1,1,3,6,4.5,5,2,3.5,3,4,2,2,3,2.8
UGA192,Uganda,63,Male,Lower middle,1,Christian: Catholic,Married,None,Amudaama,6,6,6,6,6,6,5,5,5,5,5,5,6,6,5,6,5,5,6,6,6,5,6,6,5,7,1,6,7,7,6,6,6,6,7,6,6,6,2,6,6,5,5,6,6,7,7,7,7,7,7,1,5,1,1,1,2,1.5,7,7,7,3,5,5,5,5,4.6
UGA193,Uganda,19,Female,Lower middle,1,Christian: Catholic,Married,Secondary,Japadhola,7,7,7,6,6,6,2,2,2,2,3,3,7,2,6,7,7,7,4,6,6,6,6,6,6,7,1,7,6,6,6,6,6,7,5,6,7,7,1,6,6,6,6,7,2,7,7,7,7,7,7,5,4,1,1,5,4,4.5,5,5,5,3,4,5,6,5,4.6
UGA194,Uganda,42,Male,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,6,6,6,6,7,6,2,2,2,3,3,3,6,6,6,3,3,3,6,5,6,6,6,6,6,7,1,7,7,7,7,6,7,6,4,4,4,1,1,6,6,6,6,2,6,7,7,7,7,7,7,2,4,1,1,2,2,2,2,4,3,3,3,3,3,4,3.2
UGA195,Uganda,37,Female,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,6,6,6,6,6,6,5,5,5,3,3,3,6,6,6,5,5,6,6,6,6,6,6,6,6,7,1,7,7,6,6,6,6,6,6,6,6,6,2,6,6,6,6,7,7,6,6,6,6,7,7,3,1,1,1,3,3,3,5,5,5,4,5,5,6,,
UGA196,Uganda,54,Male,Lower middle,1,Christian: Protestant,Married,Secondary,Japadhola,7,7,7,6,6,6,2,2,2,4,4,3,6,5,6,6,7,6,5,4,6,6,6,6,6,7,1,7,6,5,5,6,6,6,5,7,6,7,2,6,6,6,6,7,7,4,5,1,4,5,3,2,2,1,5,6,6,6,1,5,3,2,5,3,3,3,3.2
UGA197,Uganda,60,Male,Middle,2,Christian: Catholic,Married,Tertiary,Japadhola,7,7,7,7,7,7,1,1,1,1,1,1,7,7,7,7,7,7,7,7,6,6,6,6,4,6,2,7,7,7,7,7,7,7,7,7,7,6,2,7,7,7,6,7,7,7,7,5,7,5,5,6,4,7,3,6,5,5.5,6,6,6,1,4,4,5,3,3.4
UGA198,Uganda,36,Female,Middle,2,Christian: Catholic,Married,Primary,Japadhola,7,6,7,6,5,7,2,3,2,4,3,3,6,7,5,4,2,,6,1,7,7,7,7,7,6,2,7,6,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,2,3,6,5,6,5.5,5,7,6,1,2,2,2,1,1.6
UGA199,Uganda,30,Female,Middle,2,Christian: Catholic,Married,Primary,Itesot,7,7,7,7,6,7,3,2,4,3,2,1,7,6,3,7,6,6,6,1,7,6,6,7,6,7,2,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,5,3,2,4,5,3,4,6,7,6.5,1,2,1,1,2,1.4
UGA200,Uganda,38,Female,Middle,2,Christian: Catholic,Married,Secondary,Japadhola,6,7,6,7,7,7,2,2,2,2,1,1,7,7,6,5,3,2,7,2,6,7,7,7,7,7,1,6,7,6,7,6,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,5,3,4,,,,,6,4,5,1,2,1,1,1,1.2
UGA201,Uganda,47,Female,Upper middle,3,Christian: Catholic,Married,Secondary,Japadhola,7,7,7,6,7,7,4,2,2,1,1,1,7,7,7,4,7,5,6,1,7,7,7,7,7,7,2,7,6,6,7,7,7,6,6,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,6,4,4,5,5,5,5,6,7,6.5,1,2,1,2,3,1.8
UGA202,Uganda,26,Female,Middle,2,Christian: Protestant,Married,Secondary,Japadhola,7,6,6,7,7,7,2,1,1,2,1,2,7,6,6,3,7,2,7,1,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,5,1,1,5,5,5,5,4,4,4,1,1,1,1,1,1
UGA203,Uganda,18,Female,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,7,7,7,6,6,7,2,1,1,1,2,1,6,5,6,3,3,6,1,1,7,7,7,7,7,7,1,7,7,7,7,6,6,6,6,7,6,7,1,7,7,7,7,7,7,7,7,7,7,7,7,3,2,3,6,6,5,5.5,2,2,2,1,1,1,1,2,1.2
UGA204,Uganda,50,Female,Lower middle,1,Other,Married,None,Alur,7,7,7,6,7,7,5,4,3,5,5,4,6,6,6,6,2,2,7,1,7,6,6,6,7,7,1,7,7,7,6,7,7,6,7,7,7,5,1,6,6,6,6,6,2,7,7,5,3,1,1,2,7,1,1,1,1,1,5,5,5,5,5,5,6,7,5.6
UGA205,Uganda,80,Female,Lower middle,1,Muslim: Sunni,Not married,Secondary,Gishu,7,7,7,7,7,7,5,4,4,5,5,5,7,7,7,1,1,1,7,7,7,7,7,7,7,1,6,7,7,7,7,5,5,7,7,4,4,7,1,7,7,7,7,7,7,7,7,7,7,5,5,6,6,1,1,1,1,1,7,7,7,6,7,4,6,7,6
UGA206,Uganda,26,Female,Middle,2,Christian: Protestant,Married,Secondary,japhadollah,7,6,6,7,7,7,2,1,1,2,1,2,7,6,6,3,7,2,7,1,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,5,1,1,5,5,5,5,4,5,4.5,1,1,1,1,1,1
UGA207,Uganda,38,Female,Middle,2,Christian: Catholic,Married,Secondary,Itesot,5,3,2,6,6,5,6,5,4,4,3,4,6,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,6,6,6,6,6,6,6,2,7,7,7,7,3,3,4,4,2,1,3,4,3.5,6,5,5.5,5,5,5,5,5,5
UGA208,Uganda,77,Female,Middle,2,Christian: Catholic,Married,Secondary,Jaluo,2,4,4,7,7,7,2,2,2,2,2,2,7,7,7,1,1,1,7,7,7,7,7,7,7,2,6,7,7,2,7,6,3,7,6,5,4,7,4,7,7,7,7,7,7,7,7,7,7,4,4,6,6,2,1,1,2,1.5,7,7,7,4,4,4,4,4,4
UGA209,Uganda,18,Female,Lower middle,1,Christian: Catholic,Married,Primary,Adhola,6,5,3,5,5,4,5,4,3,4,4,4,6,6,5,6,5,3,5,5,4,4,5,6,5,6,2,6,6,5,6,7,6,6,5,,4,6,3,6,6,7,6,6,4,7,5,7,4,2,2,6,5,3,1,2,1,1.5,5,5,5,5,4,6,6,5,5.2
UGA210,Uganda,50,Male,Lower middle,1,Christian: Catholic,Married,Tertiary,Etesot,6,6,6,5,6,6,2,2,2,2,2,2,6,6,6,4,6,6,2,2,2,5,4,5,5,7,1,7,6,6,6,6,7,6,7,6,6,7,2,6,6,6,6,6,7,4,7,7,7,7,7,5,1,2,2,4,3,3.5,2,2,2,1,3,4,3,2,2.6
UGA211,Uganda,18,Female,Lower middle,1,Christian: Catholic,Married,Primary,japhadollah,7,7,7,6,7,6,2,1,1,,2,1,6,5,6,3,3,6,7,1,7,7,7,7,7,7,1,7,7,7,7,6,6,6,6,7,6,7,1,7,7,7,7,7,7,7,7,7,7,7,7,6,2,3,5,5,6,5.5,2,3,2.5,1,1,2,1,2,1.4
UGA212,Uganda,50,Male,Lower middle,1,Christian: Catholic,Married,Primary,Amudaama,6,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,6,6,6,5,6,2,6,6,6,6,6,5,6,6,6,6,6,2,6,3,3,2,6,6,7,7,7,7,7,7,3,5,1,2,3,2,2.5,5,5,5,5,5,5,5,5,5
UGA213,Uganda,19,Male,Middle,2,Christian: Catholic,Married,Secondary,Amudaama,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,7,6,6,6,2,2,6,6,6,6,6,6,7,7,7,7,7,7,5,6,1,1,4,4,4,7,7,7,7,7,7,7,7,7
UGA214,Uganda,73,Male,Lower middle,1,Christian: Catholic,Married,None,Japadhola,7,7,5,6,5,6,2,2,2,2,2,2,7,6,6,7,7,7,6,5,6,5,6,6,6,7,1,7,7,6,5,7,7,7,7,6,5,7,3,6,5,5,5,2,6,7,7,7,7,7,7,3,1,1,1,3,2,2.5,2,2,2,1,4,4,4,5,3.6
UGA215,Uganda,71,Male,Upper middle,3,Christian: Catholic,Married,Primary,Japadhola,7,6,6,6,6,6,1,1,1,1,1,1,6,6,6,7,7,7,6,7,7,6,6,6,6,7,1,7,7,6,7,6,5,6,6,7,6,7,1,1,6,6,1,6,7,7,7,7,7,7,7,6,4,1,1,6,6,6,1,1,1,1,2,1,3,5,2.4
UGA216,Uganda,50,Female,Lower middle,1,Christian: Protestant,Married,Primary,Muteso-Kenya,7,7,7,6,6,7,2,2,2,2,2,2,5,5,5,7,7,7,6,5,6,6,6,5,6,6,1,6,6,7,6,5,6,7,6,5,5,7,1,6,6,6,6,6,6,7,7,7,7,7,7,2,1,1,1,2,2,2,5,4,4.5,4,4,4,4,4,4
UGA217,Uganda,24,Female,Upper middle,3,Christian: Catholic,Not married,Tertiary,Japadhola,7,6,7,,7,6,1,1,1,6,1,1,6,6,6,2,2,2,6,7,6,6,6,7,7,7,1,7,7,5,7,7,7,7,6,6,6,6,1,6,7,7,6,6,7,7,7,7,7,7,7,6,4,1,3,1,1,1,5,6,5.5,4,5,5,6,5,5
UGA218,Uganda,25,Male,Lower middle,1,Other,Not married,Secondary,Amudaama,7,7,7,7,7,7,5,5,5,5,5,5,6,6,6,6,6,6,6,7,6,5,6,6,5,2,7,7,7,7,7,7,7,6,7,6,4,5,2,6,6,5,6,6,5,7,7,7,7,7,7,4,5,1,2,4,2,3,6,6,6,5,7,5,7,7,6.2
UGA219,Uganda,35,Female,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,6,6,5,6,6,6,2,2,2,2,2,2,4,3,5,3,3,3,6,5,6,5,6,6,5,7,1,7,7,7,6,6,6,5,5,6,6,6,1,6,6,6,6,,,7,7,7,7,7,7,3,4,1,1,3,3,3,5,4,4.5,5,5,5,6,4,5
